|part_of_speech|word_de|word_forms_de|sentence_de|word_meanings_en|word_en|sentence_en
1833|adj|weitgehend||Die weitgehende Ruhe war angenehm.|extensive|extensive|The extensive calm was pleasant.
1834|adj|traurig||Er war traurig über die Nachricht.|sad|sad|He was sad about the news.
1835|die|die Aufmerksamkeit|die Aufmerksamkeiten|Er bekam sofort volle Aufmerksamkeit.|attention|attention|He immediately received full attention.
1836|die|die Berechnung|die Berechnungen|Die Berechnung führt zum Ergebnis.|calculation|calculation|The calculation leads to the result.
1837|adj|gegenseitig||Sie hatten gegenseitigen Respekt.|mutual, each other|mutual|They had mutual respect for each other.
1838|adj|kurzfristig||Die kurzfristige Planung bringt Stress.|at short notice|at short notice|The short-notice planning brings stress.
1839|die|die Stufe|die Stufen|Die Stufe ist hoch, sei vorsichtig.|step, level|step|The step is high, be careful.
1840|das|das Urteil|die Urteile|Das Urteil wurde heute verkündet.|sentence, judgment|judgment|The judgment was announced today.
1841|adj|primär||Die primäre Aufgabe ist erledigt.|primary|primary|The primary task is completed.
1842|der|der Schnee||Der Schnee bedeckt die Straßen.|snow|snow|The snow covers the streets.
1843|adj|vollkommen||Das Projekt ist nun vollkommen.|complete, perfect|complete|The project is now complete.
1844|das|England||England liegt im Nordwesten Europas.|England|England|England is located in the northwest of Europe.
1845|adj|massiv||Das massive Tor öffnete sich langsam.|solid, massive, severe|massive|The massive gate opened slowly.
1846|adj|sämtlich||Sämtliche Tickets sind ausverkauft.|all|all|All tickets are sold out.
1847|verb|übersetzen|übersetzen, übersetzt, übersetzte, hat übersetzt|Sie übersetzt das Buch ins Deutsche.|to translate|to translate|She is translating the book into German.
1848|adj|dringend||Ein dringender Appell wurde gemacht.|urgent|urgent|An urgent appeal was made.
1849|verb|verursachen|verursachen, verursacht, verursachte, hat verursacht|Der Fehler verursacht Probleme.|to cause|to cause|The error causes problems.
1850|die|die Konkurrenz|die Konkurrenzen|Die Konkurrenz war hart, aber fair.|competition|competition|The competition was tough but fair.
1851|der|der Muskel|die Muskeln|Der Muskel am Bein schmerzt stark.|muscle|muscle|The muscle in his leg hurts a lot.
1852|der|der Test|die Tests|Der Test war schwieriger als erwartet.|test|test|The test was more difficult than expected.
1853|der|der Süden|der Süden, Süd-|Der Süden lockt mit warmem Wetter.|south|south|The south attracts with warm weather.
1854|adj|super||Das neue Restaurant ist wirklich super!|super, great|great|The new restaurant is really great!
1855|adj|ökonomisch||Das Land hat ökonomische Probleme.|economic|economic|The country has economic problems.
1856|die|die Erzählung|die Erzählungen|Die Erzählung fesselt die Zuhörer.|narration, story|story|The story captivates the listeners.
1857|die|die Initiative|die Initiativen|Die Initiative kam von den Mitarbeitern.|initiative|initiative|The initiative came from the employees.
1858|das|das Flugzeug|die Flugzeuge|Das Flugzeug hob pünktlich ab.|airplane|airplane|The airplane took off on time.
1859|die|die DNA|die DNA (DNS, Desoxyribonukleinsäure)|Die DNA-Analyse brachte Klarheit.|DNA, deoxyribonucleic acid|DNA|The DNA analysis brought clarity.
1860|die|die Flüssigkeit|die Flüssigkeiten|Die Flüssigkeit fließt aus dem Glas.|liquid|liquid|The liquid flows out of the glass.
1861|der|der Geburtstag|die Geburtstage|Mein Geburtstag wird groß gefeiert.|birthday|birthday|My birthday will be celebrated in a big way.
1862|das|das Kleid|die Kleider|Das Kleid steht ihr wirklich gut.|dress|dress|The dress suits her really well.
1863|adj|zeitlich||Alles wurde zeitlich erledigt.|in time|in time|Everything was completed in time.
1864|der|der Ball|die Bälle|Der Ball ist über den Zaun geflogen.|ball|ball|The ball flew over the fence.
1865|die|die Brust|die Brüste|Die Brust hebt sich beim Atmen.|breast, chest|chest|The chest rises with breathing.
1866|adj|elektronisch||Die elektronische Musik füllte den Raum.|electronic|electronic|The electronic music filled the room.
1867|verb|verabschieden|verabschieden, verabschiedet, verabschiedete, hat verabschiedet|Wir haben uns herzlich verabschiedet.|to say goodbye, pass|to say goodbye|We said goodbye warmly.
1868|verb|ausdrücken|ausdrücken, drückt aus, drückte aus, hat ausgedrückt|Er drückte seine Gefühle deutlich aus.|to express|to express|He expressed his feelings clearly.
1869|das|das Detail|die Details|Jedes Detail des Plans wurde bedacht.|detail|detail|Every detail of the plan was considered.
1870|adj|demokratisch||Das Land hat ein demokratisches System.|democratic|democratic|The country has a democratic system.
1871|die|die Variable|die Variablen|Die Variable beeinflusst das Ergebnis.|variable|variable|The variable influences the result.
1872|das|das Fleisch||Das Fleisch war zart und saftig.|meat, flesh|meat|The meat was tender and juicy.
1873|adj|körperlich||Körperliche Bewegung ist wichtig.|physical|physical|Physical exercise is important.
1874|die|die Liste|die Listen|Die Liste der Teilnehmer ist lang.|list|list|The list of participants is long.
1875|verb|träumen|träumen, träumt, träumte, hat geträumt|Er träumt von einer besseren Welt.|to dream|to dream|He dreams of a better world.
1876|das|das Volumen|die Volumen|Das Volumen des Pakets ist groß.|volume, total amount|volume|The volume of the package is large.
1877|verb|zugeben|zugeben, gibt zu, gab zu, hat zugegeben|Er musste endlich seinen Fehler zugeben.|to admit|to admit|He finally had to admit his mistake.
1878|part|ah||Ah, jetzt verstehe ich den Plan.|ah|ah|Ah, now I understand the plan.
1879|das|das Drittel|die Drittel|Ein Drittel der Schüler fehlt.|third|third|A third of the students are absent.
1880|verb|akzeptieren|akzeptieren, akzeptiert, akzeptierte, hat akzeptiert|Er akzeptiert die Entscheidung.|to accept|to accept|He accepts the decision.
1881|adj|endgültig||Die endgültige Antwort brachte Klarheit.|final|final|The final answer brought clarity.
1882|adj|ewig||Die ewige Freundschaft übersteht alles.|eternal|eternal|The eternal friendship withstands everything.
1883|die|die Perspektive|die Perspektiven|Die Perspektive änderte sich schnell.|perspective, prospects|perspective|The perspective changed quickly.
1884|das|das Restaurant|die Restaurants|Das Restaurant bot köstliche Speisen an.|restaurant|restaurant|The restaurant offered delicious dishes.
1885|verb|wandern|wandern, wandert, wanderte, ist gewandert|Sie sind durch die Berge gewandert.|to (go on a) walk or hike, migrate|to hike|They hiked through the mountains.
1886|die|die Tasche|die Taschen|Sie packte die Tasche für die Reise.|pocket, bag|bag|She packed the bag for the trip.
1887|verb|vornehmen (sich)|vornehmen (sich), nimmt vor, nahm vor, hat vorgenommen|Er nahm sich vor, mehr zu lesen.|to plan|to plan|He planned to read more.
1888|der, die|die Beamte||Der Beamte kontrollierte die Papiere.|official, civil servant|official|The official checked the papers.
1889|verb|orientieren|orientieren, orientiert, orientierte, hat orientiert|Er orientiert sich nach Süden.|to orient|to orient|He is orienting himself towards the south.
1890|adj|schmal||Die schmale Gasse führt zum Marktplatz.|narrow, slender|narrow|The narrow alley leads to the market square.
1891|der|der Streit|die Streite|Der Streit eskalierte schnell.|argument, fight|argument|The argument escalated quickly.
1892|adj|spannend||Der Film gestern war wirklich spannend.|exciting, thrilling|thrilling|The movie yesterday was really thrilling.
1893|pron|wohin||Wohin gehst du jetzt so schnell?|where|where|Where are you going so quickly now?
1894|das|das Dach|die Dächer|Das Dach des Hauses wurde repariert.|roof|roof|The roof of the house was repaired.
1895|die|die Karriere|die Karrieren|Seine Karriere verlief steil nach oben.|career|career|His career took a steep upward path.
1896|verb|regeln|regeln, regelt, regelte, hat geregelt|Das Ampelsystem regelt den Verkehr.|to control, regulate, direct|to control|The traffic light system controls the traffic.
1897|adv|insofern||Insofern ist der Plan gelungen.|as far as that goes, insofar, therefore|insofar|Insofar, the plan was successful.
1898|die|die Zigarette|die Zigaretten|Die Zigarette liegt auf dem Tisch.|cigarette|cigarette|The cigarette is lying on the table.
1899|adj|bunt||Der Garten ist voller bunter Blumen.|colorful|colorful|The garden is full of colorful flowers.
1900|die|die Falle|die Fallen|Die Falle wurde geschickt gestellt.|trap|trap|The trap was cleverly set.
1901|verb|verbreiten|verbreiten, verbreitet, verbreitete, hat verbreitet|Das Virus verbreitet sich schnell.|to spread|to spread|The virus spreads quickly.
1902|die|die Auswirkung|die Auswirkungen|Die Auswirkung war sofort spürbar.|effect|effect|The effect was immediately noticeable.
1903|adv|einander||Sie haben sich ineinander verliebt.|each other|each other|They fell in love with each other.
1904|pron|weshalb||Weshalb bist du heute so still?|why|why|Why are you so quiet today?
1905|der|der Unterricht|die Unterrichte|Der Unterricht beginnt um neun Uhr.|instruction, classes|classes|Classes start at nine o'clock.
1906|das|das Bedürfnis|die Bedürfnisse|Das Bedürfnis nach Ruhe wächst.|need|need|The need for rest is growing.
1907|das|das Niveau|die Niveaus|Das Niveau steigt mit der Übung.|level, standard|level|The level increases with practice.
1908|die|die Tante|die Tanten|Meine Tante besuchte uns am Wochenende.|aunt|aunt|My aunt visited us over the weekend.
1909|die|die Prüfung|die Prüfungen|Er bestand die Prüfung mit guten Noten.|examination, test, exam|exam|He passed the exam with high marks.
1910|verb|mitbringen|mitbringen, bringt mit, brachte mit, hat mitgebracht|Er bringt Kuchen zur Party mit.|to bring|to bring|He is bringing cake to the party.
1911|adj|seltsam||Er fand die Situation seltsam.|strange, peculiar|strange|He found the situation strange.
1912|das|das Gen|die Gene|Das Gen beeinflusst die Haarfarbe.|gene|gene|The gene influences hair color.
1913|verb|engagieren|engagieren, engagiert, engagierte, hat engagiert|Sie haben einen neuen Manager engagiert.|to hire, employ, commit, engage|to hire|They hired a new manager.
1914|der|der Onkel|die Onkel|Mein Onkel besucht uns jedes Wochenende.|uncle|uncle|My uncle visits us every weekend.
1915|adv|soweit||Soweit ich weiß, kommt er nicht.|as far as|as far as|As far as I know, he isn’t coming.
1916|adj|mächtig||Der Fluss ist nach dem Regen mächtig.|powerful|powerful|The river is powerful after the rain.
1917|adv|ausgerechnet||Ausgerechnet jetzt fehlt mir die Zeit.|of all people, of all times|of all times|Of all times, now I don't have time.
1918|adv|zweimal||Er hat das Spiel schon zweimal gesehen.|twice|twice|He has already seen the game twice.
1919|die|die Störung|die Störungen|Die Störung wurde schnell behoben.|disturbance, interruption|disturbance|The disturbance was quickly fixed.
1920|die|die Aktion|die Aktionen|Die Aktion begann früh am Morgen.|action, campaign|campaign|The campaign started early in the morning.
1921|adj|-jährig||Er ist ein zwanzigjähriger Mann.|years (old)|years (old)|He is a twenty-year-old man.
1922|adj|künstlich||Die Blumen in der Vase sind künstlich.|artificial|artificial|The flowers in the vase are artificial.
1923|die|die Auseinandersetzung|die Auseinandersetzungen|Die Auseinandersetzung endete friedlich.|argument, quarrel|argument|The argument ended peacefully.
1924|verb|pflegen|pflegen, pflegt, pflegte, hat gepflegt|Er pflegt seinen kranken Vater.|to care, cultivate|to care|He takes care of his sick father.
1925|die|die Ausgabe|die Ausgaben|Die Ausgabe wurde eingestellt.|distribution, edition, issue, expense|issue|The issue was discontinued.
1926|adv|online||Das Buch kann man online bestellen.|online|online|The book can be ordered online.
1927|verb|ableiten|ableiten, leitet ab, leitete ab, hat abgeleitet|Er leitet die Regeln aus dem Text ab.|to derive, deduce|to derive|He derives the rules from the text.
1928|adv|etc.||Er kaufte Äpfel, Bananen, Orangen, etc.|etc.|etc.|He bought apples, bananas, oranges, etc.
1929|verb|leuchten|leuchten, leuchtet, leuchtete, hat geleuchtet|Die Lampe leuchtet hell im Dunkeln.|to shine, glow|to shine|The lamp shines brightly in the dark.
1930|die|die Anlage|die Anlagen|Die Anlage wurde modernisiert.|facility, complex, investment, attachment|facility|The facility was modernized.
1931|verb|erweitern|erweitern, erweitert, erweiterte, hat erweitert|Er erweiterte sein Wissen durch Bücher.|to widen, expand|to expand|He expanded his knowledge through books.
1932|verb|erweisen|erweisen, erweist, erwies, hat erwiesen|Es hat sich als wahr erwiesen.|to prove|to prove|It has proven to be true.
1933|die|die Gesundheit||Die Gesundheit ist das wichtigste Gut.|health|health|Health is the most important asset.
1934|verb|zutreffen|zutreffen, trifft zu, traf zu, hat zugetroffen|Diese Beschreibung trifft genau zu.|to be correct, apply to|to be correct|This description is exactly correct.
1935|verb|aufführen|aufführen, führt auf, führte auf, hat aufgeführt|Das Theater führt ein Stück auf.|to perform|to perform|The theater is performing a play.
1936|der|der Kandidat|die Kandidaten|Der Kandidat stellte sich vor.|candidate|candidate|The candidate introduced himself.
1937|verb|profitieren|profitieren, profitiert, profitierte, hat profitiert|Er profitiert von den neuen Regelungen.|to profit|to profit|He profits from the new regulations.
1938|die|die Rechnung|die Rechnungen|Die Rechnung wurde per Post zugestellt.|bill, calculation, invoice|bill|The bill was delivered by mail.
1939|der|der Übergang|die Übergänge|Der Übergang war schwer, aber nötig.|crossing, transition|transition|The transition was difficult but necessary.
1940|verb|zusammenfassen|zusammenfassen, fasst zusammen, fasste zusammen, hat zusammengefasst|Er fasste den Bericht kurz zusammen.|to summarize|to summarize|He summarized the report briefly.
1941|verb|beeindrucken|beeindrucken, beeindruckt, beeindruckte, hat beeindruckt|Er will seine Kollegen beeindrucken.|to impress|to impress|He wants to impress his colleagues.
1942|verb|einnehmen|einnehmen, nimmt ein, nahm ein, hat eingenommen|Er nimmt die Medikamente regelmäßig ein.|to take (up/in)|to take (up/in)|He takes the medication regularly.
