|word_de|part_of_speech|word_en|sentence_de|sentence_en|sentence_lemmatized_de
691.001|wünschen|verb|to wish|Ich wünsche dir alles Gute für dein neues Abenteuer.|I wish you all the best for your new adventure.|ich;wünschen;dir;aller;gute;für;dein;neu;Abenteuer
692.0|interessieren|verb|to interest|Was interessiert dich mehr: Technik oder Kunst?|What interests you more: technology or art?|was;interessieren;dich;mehr;Technik;oder;Kunst
693.0|der Unterschied|noun|difference|Der Unterschied zwischen den Modellen ist minimal.|The difference between the models is minimal.|der;Unterschied;zwischen;der;Modell;sein;minimal
694.0|das Foto|noun|photograph|Das Foto von der Hochzeit ist wirklich schön.|The photograph from the wedding is really beautiful.|der;Foto;von;der;Hochzeit;sein;wirklich;schön
695.0|trinken|verb|to drink|Er trinkt gern frischen Saft zum Frühstück.|He likes to drink fresh juice for breakfast.|er;trinken;gern;frisch;Saft;zu;Frühstück
696.0|dasselbe|pronoun|the same (one)|Er trug dasselbe Hemd wie gestern zur Arbeit.|He wore the same shirt to work as yesterday.|er;tragen;dasselbe;Hemd;wie;gestern;zu;Arbeit
697.0|wählen|verb|to choose|Sie wählt einen roten Pullover im Geschäft.|She chooses a red sweater in the store.|sie;wählen;ein;rot;Pullover;in;Geschäft
697.001|wählen|verb|to elect|Sie wählten ihn zum Vorsitzenden der Gruppe.|They elected him as the chairman of the group.|sie;wählen;ihn;zu;vorsitzend;der;Gruppe
697.002|wählen|verb|to vote|Du kannst für deinen Favoriten in der Wahl wählen.|You can vote for your favorite in the election.|du;kannst;für;dein;Favorit;in;der;Wahl;wählen
698.0|gleichzeitig|adverb|simultaneously|Die beiden Ereignisse fanden gleichzeitig statt.|The two events took place simultaneously.|der;beide;Ereignis;stattfinden;gleichzeitig;statt
698.001|gleichzeitig|adverb|at the same time|Er kocht und schaut gleichzeitig Fernsehen.|He cooks and watches TV at the same time.|er;kochen;und;schauen;gleichzeitig;Fernsehen
699.0|knapp|adjective|scarce|Wasser ist in dieser Region aufgrund der Dürre knapp.|Water is scarce in this region due to the drought.|Wasser;sein;in;dieser;Region;aufgrund;der;Dürre;knapp
699.001|knapp|adjective|slim|Der Gewinn war knapp höher als im Vorjahr.|The profit was slightly higher than last year.|der;Gewinn;sein;knapp;hoch;als;in;Vorjahr
700.0|der Mitarbeiter|noun|employee|Der Mitarbeiter hilft beim Lösungsfindungsprozess.|The employee helps in the problem-solving process.|der;Mitarbeiter;helfen;bei;Lösungsfindungsprozess
700.001|der Mitarbeiter|noun|co-worker|Der neue Mitarbeiter wurde herzlich begrüßt.|The new co-worker was warmly welcomed.|der;neu;Mitarbeiter;werden;herzlich;begrüßen
701.0|übernehmen|verb|to take over|Die Firma wird bald von einem neuen CEO übernommen.|The company will soon be taken over by a new CEO.|der;Firma;werden;bald;von;ein;neu;CEO;übernehmen
702.0|das Glück|noun|luck|Manchmal braucht man mehr Glück als Verstand.|Sometimes you need more luck than sense.|manchmal;brauchen;man;mehr;Glück;als;Verstand
702.001|das Glück|noun|fortune|Mit etwas Glück finden wir morgen ein besseres Angebot.|With some fortune, we’ll find a better deal tomorrow.|mit;etwas;Glück;finden;wir;morgen;ein;bess;Angebot
702.002|das Glück|noun|happiness|Glück ist, wenn du in deinem Job Spaß hast.|Happiness is when you enjoy your job.|Glück;sein;wenn;du;in;dein;Job;Spaß;haben
703.0|normal|adjective|normal|Es ist normal, sich bei Veränderungen unsicher zu fühlen.|It’s normal to feel uncertain during changes.|es;sein;normal;sich;bei;Veränderung;unsicher;zu;fühlen
704.0|leider|adverb|unfortunately|Leider wurde das Konzert kurzfristig abgesagt.|Unfortunately, the concert was canceled at short notice.|leider;werden;der;Konzert;kurzfristig;absagen
705.0|die Grundlage|noun|basis|Die Grundlage unserer Forschung ist sehr solide.|The basis of our research is very solid.|der;Grundlage;unser;Forschung;sein;sehr;solide
706.0|acht|number|eight|Es gibt acht verschiedene Optionen zur Auswahl.|There are eight different options to choose from.|es;geben;acht;verschieden;Option;zu;Auswahl
707.0|die Leistung|noun|performance|Seine Leistung im Finale war beeindruckend.|His performance in the final was impressive.|sein;Leistung;in;Finale;sein;beeindruckend
708.0|vorliegen|verb|to be available|Die neuesten Sicherheitsprotokolle liegen jetzt vor.|The latest security protocols are now available.|der;neu;Sicherheitsprotokoll;vorliegen;jetzt;vor
708.001|vorliegen|verb|to exist|Es liegen keine weiteren Beschwerden vor.|No further complaints exist.|es;vorliegen;kein;weit;Beschwerde;vor
709.0|erfolgen|verb|to take place|Das Update wird morgen im Hintergrund erfolgen.|The update will take place tomorrow in the background.|der;Update;werden;morgen;in;Hintergrund;erfolgen
709.001|erfolgen|verb|to occur|Der Unfall ist aufgrund eines technischen Fehlers erfolgt.|The accident occurred due to a technical failure.|der;Unfall;sein;aufgrund;ein;technisch;Fehler;erfolgen
710.0|die Beziehung|noun|relation|Die Beziehung zwischen den beiden war eng.|The relation between the two was close.|der;Beziehung;zwischen;der;beide;sein;eng
710.001|die Beziehung|noun|relationship|Ihre Beziehung basiert auf Vertrauen und Respekt.|Their relationship is based on trust and respect.|ihr;Beziehung;basieren;auf;vertrauen;und;Respekt
711.0|zunehmen|verb|to increase|Die Nachfrage nach nachhaltigen Produkten nimmt weiter zu.|The demand for sustainable products continues to increase.|der;Nachfrage;nach;nachhaltig;Produkt;zunehmen;weiter;zu
712.0|das Molekül|noun|molecule|Das Molekül besteht aus mehreren Atomen.|The molecule consists of several atoms.|der;Molekül;bestehen;aus;mehrere;Atom
713.0|stattfinden|verb|to take place|Das Konzert wird nächsten Samstag stattfinden.|The concert will take place next Saturday.|der;Konzert;werden;nächster;Samstag;stattfinden
713.001|stattfinden|verb|to occur|Die Besprechung wird morgen Nachmittag stattfinden.|The meeting will occur tomorrow afternoon.|der;Besprechung;werden;morgen;Nachmittag;stattfinden
714.0|ankommen|verb|to arrive|Die Proben sind pünktlich im Labor angekommen.|The samples arrived on time at the lab.|der;Probe;sein;pünktlich;in;Labor;ankommen
715.0|das Auftreten|noun|behavior|Das Auftreten von Bugs wird schnell analysiert.|The occurrence of bugs is quickly analyzed.|der;auftreten;von;Bug;werden;schnell;analysieren
715.001|das Auftreten|noun|conduct|Das Auftreten von Fehlern wird durch Tests minimiert.|The conduct of errors is minimized through tests.|der;auftreten;von;Fehler;werden;durch;Test;minimieren
715.002|das Auftreten|noun|occurrence|Das Auftreten von Fehlern wird durch Tests reduziert.|The occurrence of errors is reduced by testing.|der;auftreten;von;Fehler;werden;durch;Test;reduzieren
715.003|das Auftreten|noun|appearance|Das Auftreten von Hautausschlägen ist ein häufiges Symptom.|The appearance of rashes is a common symptom.|der;auftreten;von;Hautausschlag;sein;ein;häufig;Symptom
716.0|auftreten|verb|to appear|Ein Fehler tritt bei der Appinstallation auf.|An error occurs during the app installation.|ein;Fehler;auftreten;bei;der;Appinstallation;auf
716.001|auftreten|verb|to occur|Unerwartete Probleme traten während des Tests auf.|Unexpected problems occurred during the test.|Unerwartete;Problem;auftreten;während;der;Test;auf
717.0|insbesondere|adverb|especially|Die letzte Szene war insbesondere emotional.|The last scene was especially emotional.|der;letzter;Szene;sein;insbesondere;emotional
718.0|technisch|adjective|technical|Die technische Ausstattung der Schule ist hervorragend.|The technical equipment of the school is excellent.|der;technisch;Ausstattung;der;Schule;sein;hervorragend
719.0|wann|pronoun|when|Wann wird das Update auf die Produktionsumgebung angewendet?|When will the update be applied to the production environment?|wann;werden;der;Update;auf;der;Produktionsumgebung;anwenden
720.0|los|adverb|going on|Was ist hier los? Es scheint sehr hektisch zu sein.|What’s going on here? It seems very hectic.|was;sein;hier;los;es;scheinen;sehr;hektisch;zu;sein
721.0|das Bett|noun|bed|Das Bett des Servers musste ausgetauscht werden.|The server's bed had to be replaced.|der;Bett;der;Server;musste;austauschen;werden
722.0|die Höhe|noun|height|Die Höhe des Gebäudes beeindruckte alle, die es sahen.|The height of the building impressed everyone who saw it.|der;Höhe;der;Gebäude;beeindrucken;alle;der;es;sehen
722.001|die Höhe|noun|altitude|Das Atmen ist in großen Höhen schwierig.|Breathing is difficult at high altitudes.|der;atmen;sein;in;groß;Höhe;schwierig
723.0|wesentlich|adjective|essential|Es ist wesentlich, dass alle Beteiligten informiert sind.|It is essential that all parties are informed.|es;sein;wesentlich;dass;aller;beteiligter;informieren;sein
723.001|wesentlich|adjective|fundamental|Freiheit ist ein wesentliches Menschenrecht.|Freedom is a fundamental human right.|Freiheit;sein;ein;wesentlich;Menschenrecht
724.0|englisch|adjective|English|Das englische Menü war leicht verständlich.|The English menu was easy to understand.|der;englisch;Menü;sein;leicht;verständlich
725.0|das Englisch|noun|English|Ihr Englisch ist hervorragend, sie spricht es fließend.|Her English is excellent; she speaks it fluently.|ihr;Englisch;sein;hervorragend;sie;sprechen;es;fließend
726.0|zuletzt|adverb|last|Zuletzt haben wir die neuen Regeln besprochen.|Last, we discussed the new rules.|zuletzt;haben;wir;der;neu;Regel;besprechen
726.001|zuletzt|adverb|finally|Zuletzt möchte ich mich bei allen bedanken.|Finally, I would like to thank everyone.|zuletzt;möchten;ich;sich;bei;alle;bedanken
726.002|zuletzt|adverb|most recently|Zuletzt haben wir die Produktionszeiten optimiert.|Most recently, we optimized the production times.|zuletzt;haben;wir;der;Produktionszeit;optimieren
727.0|rein|adjective|pure|Der reine Schnee glitzerte im Mondlicht.|The pure snow glittered in the moonlight.|der;rein;Schnee;glitzern;in;Mondlicht
727.001|rein|adjective|clear|Die Luft in den Bergen ist kristallklar und rein.|The air in the mountains is crystal clear and pure.|der;Luft;in;der;Berg;sein;kristallklar;und;rein
727.002|rein|adjective|clean|Die Küche war nach der Reinigung wieder rein.|The kitchen was clean again after the cleaning.|der;Küche;sein;nach;der;Reinigung;wieder;rein
728.0|das Zimmer|noun|room|Das Zimmer war klein, aber gemütlich und gut eingerichtet.|The room was small, but cozy and well furnished.|der;Zimmer;sein;klein;aber;gemütlich;und;gut;einrichten
729.0|indem|conjunction|while|Er lernte Deutsch, indem er jeden Tag übte.|He learned German while practicing every day.|er;lernen;Deutsch;indem;er;jeder;Tag;üben
729.001|indem|conjunction|by|Er verbesserte seine Fähigkeiten, indem er viel übt.|He improved his skills by practicing a lot.|er;verbessern;sein;Fähigkeit;indem;er;viel;üben
730.0|bauen|verb|to build|Sie bauen ein neues Einkaufszentrum in der Innenstadt.|They are building a new shopping center in the city center.|sie;bauen;ein;neu;Einkaufszentrum;in;der;Innenstadt
731.0|das Verhältnis|noun|relationship|Ihr Verhältnis zu den Kollegen ist von Vertrauen geprägt.|Her relationship with her colleagues is based on trust.|ihr;Verhältnis;zu;der;Kollege;sein;von;vertrauen;prägen
732.0|selten|adjective|rare|Seltene Tiere findet man oft in abgelegenen Gebieten.|Rare animals are often found in remote areas.|selten;Tier;finden;man;oft;in;abgelegen;Gebiet
733.0|die Zeitung|noun|newspaper|Ich lese jeden Morgen die Zeitung, um informiert zu bleiben.|I read the newspaper every morning to stay informed.|ich;lesen;jeder;Morgen;der;Zeitung;um;informieren;zu;bleiben
734.0|innere|adjective|internal|Die innere Struktur der Zellen bestimmt ihre Funktion.|The internal structure of the cells determines their function.|der;innerer;Struktur;der;Zelle;bestimmen;ihr;Funktion
735.0|beispielsweise|adverb|for example|Es gibt viele Faktoren, beispielsweise das Wetter.|There are many factors, for example, the weather.|es;geben;vieler;Faktor;beispielsweise;der;Wetter
735.001|beispielsweise|adverb|such as|Er mag viele Sportarten, beispielsweise Fußball und Tennis.|He likes many sports, such as football and tennis.|er;mögen;vieler;Sportart;beispielsweise;Fußball;und;Tennis
736.0|die Bedingung|noun|condition|Die Bedingung für die Teilnahme war ein gültiger Pass.|The condition for participation was a valid passport.|der;Bedingung;für;der;Teilnahme;sein;ein;gültig;Pass
736.001|die Bedingung|noun|stipulation|Die Bedingung für den Vertrag war eine schnelle Zahlung.|The stipulation for the contract was a fast payment.|der;Bedingung;für;der;Vertrag;sein;ein;schnell;Zahlung
737.0|das Fenster|noun|window|Das Fenster blieb die ganze Nacht offen.|The window remained open all night.|der;Fenster;offenbleiben;der;ganz;Nacht;offen
738.0|der Zug|noun|train|Der Zug fährt in zehn Minuten ab, also beeil dich.|The train departs in ten minutes, so hurry up.|der;Zug;abfahren;in;zehn;Minute;ab;also;beeil;dich
739.0|derzeit|adverb|at the moment|Derzeit sind alle Plätze im Kurs ausgebucht.|At the moment, all seats in the course are fully booked.|derzeit;sein;aller;Platz;in;Kurs;ausbuchen
740.0|funktionieren|verb|to function|Das System funktioniert momentan teilweise.|The system is currently only working partially.|der;System;funktionieren;momentan;teilweise
740.001|funktionieren|verb|to work|Das System funktioniert einwandfrei nach dem letzten Update.|The system works perfectly after the last update.|der;System;funktionieren;einwandfrei;nach;der;letzter;Update
741.0|sowohl|conjunction|both ... and|Sowohl der Chirurg als auch der Anästhesist waren anwesend.|Both the surgeon and the anesthetist were present.|sowohl;der;Chirurg;als;auch;der;Anästhesist;sein;anwesend
742.0|schlafen|verb|to sleep|Ich konnte wegen des Lärms kaum schlafen.|I could hardly sleep because of the noise.|ich;können;wegen;der;Lärm;kaum;schlafen
743.0|statt|preposition|instead of|Er trank Tee statt Kaffee, um sich zu beruhigen.|He drank tea instead of coffee to calm himself.|er;trinken;Tee;statt;Kaffee;um;sich;zu;beruhigen
744.0|das Werk|noun|work|Das Werk von Beethoven wird immer wieder aufgeführt.|Beethoven's work is performed again and again.|der;Werk;von;Beethoven;werden;immer;wieder;aufführen
745.0|grün|adjective|green|Der Wald war voller grüner Bäume und üppiger Pflanzen.|The forest was full of green trees and lush plants.|der;Wald;sein;voll;grün;Baum;und;üppig;Pflanze
746.0|der Bürger|noun|citizen|Jeder Bürger hat das Recht, an Wahlen teilzunehmen.|Every citizen has the right to vote in elections.|jeder;Bürger;haben;der;Recht;an;Wahl;teilnehmen
747.0|dienen|verb|to serve|Er dient als Arzt in einer Klinik im Stadtzentrum.|He serves as a doctor in a clinic in the city center.|er;dienen;als;Arzt;in;ein;Klinik;in;Stadtzentrum
748.0|echt|adjective|genuine|Das Gemälde ist echt und stammt aus dem 19. Jahrhundert.|The painting is genuine and dates back to the 19th century.|der;Gemälde;sein;echt;und;stammen;aus;der;19.;Jahrhundert
748.001|echt|adjective|real|Er konnte den echten Diamanten von einem Fake unterscheiden.|He could distinguish the real diamond from a fake one.|er;können;der;echt;Diamant;von;ein;Fake;unterscheiden
748.002|echt|adjective|really|Das ist ein echt gutes Beispiel für Teamarbeit.|That’s really a good example of teamwork.|der;sein;ein;echt;gut;Beispiel;für;Teamarbeit
749.0|die Firma|noun|firm|Die Firma hat eine neue Filiale eröffnet.|The firm has opened a new branch.|der;Firma;haben;ein;neu;Filiale;eröffnen
749.001|die Firma|noun|company|Die Firma hat kürzlich ihre Marktstrategie überarbeitet.|The company recently revised its market strategy.|der;Firma;haben;kürzlich;ihr;Marktstrategie;überarbeiten
750.0|die Wirtschaft|noun|economy|Die Wirtschaft des Landes wächst trotz der globalen Krise.|The country's economy is growing despite the global crisis.|der;Wirtschaft;der;Land;wachsen;trotz;der;global;Krise
751.0|stecken|verb|to put|Er steckte das Gerät vorsichtig in den speziellen Anschluss.|He carefully put the device into the special port.|er;stecken;der;Gerät;vorsichtig;in;der;speziell;Anschluss
