#frequency_rank|word_de|part_of_speech|word_en|sentence_de|sentence_en
935|irgendwo|adv|somewhere|Ich weiß nicht, wo er wohnt, aber es ist irgendwo in der Stadt.|I don’t know where he lives, but it’s somewhere in town.
936|trennen, trennt, trennte, hat getrennt|verb|to separate|Eine Wand trennt zwei Zimmer.|A wall separates two rooms.
937|benötigen, benötigt, benötigte, hat benötigt|verb|to require|Ein Mensch benötigt mindestens zwei Liter Flüssigkeit am Tag.|A human requires at least two liters of liquid per day.
938|die Erinnerung, -en|die|memory|Meine Oma erzählt von ihren Erinnerungen aus ihrer Jugend.|My granny tells about her memories from her youth.
939|verhindern, verhindert, verhinderte, hat verhindert|verb|to prevent|Der Polizist regelt den Verkehr, um so einen Unfall zu verhindern.|The policeman regulates the traffic so as to prevent an accident.
940|die Sicht, -en|die|view, visibility|Bei Regen ist die Sicht schlecht, deswegen fahren viele Menschen dann nicht mit dem Auto.|When it rains, the visibility is bad, which is why many people do not drive their cars then.
941|der Dollar, -|der|dollar|In Amerika bezahlt man mit Dollar und nicht mit Euro.|In America, you pay in dollars, not euros.
942|leiden, leidet, litt, hat gelitten|verb|to suffer|Meine Schwester leidet an einer schweren Krankheit.|My sister is suffering from a serious illness.
943|der Anspruch, -̈e|der|claim|Nach vielen Jahren Arbeit hat er einen Anspruch auf Rente.|After many years of work, he has a claim to a pension.
944|die Position, -en|die|position|John hat eine neue Position in der Firma.|John has a new position in the company.
945|der Sport, -e|der|sport|Viel Sport ist gut für die Gesundheit.|A lot of sport is good for health.
946|BGB (Bürgerliches Gesetzbuch)|das|civil code|Der Anwalt bezieht sich in diesem Fall auf das BGB.|In this case, the lawyer refers to the German civil code.
947|die Nachfrage, -n|die|demand|Die Nachfrage nach lokalen Lebensmitteln ist enorm.|The demand for local food is enormous.
948|blau|adj|blue|Die Kinder malen einen blauen Himmel und ein blaues Meer.|The children paint a blue sky and a blue sea.
949|anschauen, schaut an, schaute an, hat angeschaut|verb|to look at, watch|Die Ärztin schaut sich die Verletzung an, um zu entscheiden, ob der Patient ins Krankenhaus muss.|The doctor looks at the injury to decide whether the patient needs to go to the hospital.
950|teuer|adj|expensive|Die Milch ist teurer als letztes Jahr.|The milk is more expensive than last year.
951|Medien|die (pl)|media|Die Medien berichten über aktuelle Themen.|The media report on current topics.
952|richten, richtet, richtete, hat gerichtet|verb|to direct, repair, follow|Er richtet seine Rede an alle Studenten der Universität.|He directs his speech to all students of the university.
953|das Institut, -e|das|institute|An der Universität gibt es verschiedene Institute.|There are various institutes at the university.
954|der Plan, -̈e|der|plan|Ich habe einen Plan für mein Leben in den nächsten fünf Jahren.|I have a plan for my life for the next five years.
955|immerhin|adv|after all|Immerhin kann die Polizei verhindern, dass nicht mehr Menschen verletzt werden.|After all, the police can prevent more people from being injured.
956|das Tor, -e|das|gate, goal|Der Spieler schießt den Fußball ins Tor.|The player shoots the soccer into the goal.
957|der Betrieb, -e|der|business, operation|Ich arbeite in einem kleinen Betrieb mit wenigen Mitarbeitern.|I work in a small business with few employees.
958|komplex|adj|complex|Das ist eine komplexe Aufgabe, für die ich viel Zeit brauche.|It’s a complex task I’m going to need a lot of time for.
959|das Dorf, -̈er|das|village|Günther wohnt in einem kleinen Dorf an der Grenze zu Polen.|Günther lives in a small village on the border with Poland.
960|eignen (sich), eignet, eignete, hat geeignet|verb|to be suitable|Diese Tabelle eignet sich gut, um das Thema besser zu verstehen.|This table is very suitable for understanding the topic better.
961|die Klasse, -n|die|class, classroom, grade|Antonia ist die beste Schülerin in ihrer Klasse.|Antonia is the best student in her class.
962|eingehen, geht ein, ging ein, ist eingegangen|verb|to mention, discuss, react to, cater|Das Restaurant geht auf alle meine Wünsche ein.|The restaurant caters to all my desires.
963|erlauben, erlaubt, erlaubte, hat erlaubt|verb|to allow, permit|Oma und Opa erlauben alles, was meine Eltern verbieten.|Grandma and Grandpa allow everything my parents forbid.
964|treiben, treibt, trieb, hat getrieben|verb|to drive, pursue|Die Hunde treiben die Kühe auf die Wiese.|The dogs drive the cows out into the meadow.
965|weg|adv|gone, vanished|Mein Schlüssel ist weg!|My key’s gone!
966|aufstehen, steht auf, stand auf, ist aufgestanden|verb|to stand up, get up|Johann steht im Bus immer für ältere Menschen auf.|Johann always stands up on the bus for the elderly.
967|der Absatz, -̈e (Abs.)|der|section, sales, paragraph, heel|Der letzte Absatz fasst den Text zusammen.|The last paragraph summarizes the text.
968|unterwegs|adv|on the way|Er ist gerade nach London unterwegs.|He’s on his way to London right now.
969|der Vertrag, -̈e|der|contract|Kai bekommt heute einen neuen Vertrag von seinem Chef.|Kai gets a new contract from his boss today.
970|der Ausdruck, -̈e|der|term, expression|Der Professor erklärt wichtige Ausdrücke am Anfang der Vorlesung.|The professor explains important terms at the beginning of the lecture.
971|geraten, gerät, geriet, ist geraten|verb|to get into|Weil wir andere Meinungen haben, geraten wir in einen Streit.|Because we have different opinions, we get into a fight.
972|toll|adj|great, terrific|Wir hatten eine tolle Reise nach Prag.|We had a great trip to Prague.
973|schweigen, schweigt, schwieg, hat geschwiegen|das|silence|Das Schweigen im Raum ist unerträglich.|The silence in the room is unbearable.
973|schweigen, schweigt, schwieg, hat geschwiegen|verb|to remain silent|Ich will mich nicht mit meiner Mutter streiten, also schweige ich.|I don’t want to fight with my mother, so I remain silent.
974|die Schwester, -n|die|sister|Lisa hat zwei Schwestern, Klara und Paula.|Lisa has two sisters, Klara and Paula.
975|der Chef, -s|der|head, leader, boss|Martin leitet diese Firma, er ist der Chef.|Martin runs this company, he’s the boss.
976|greifen, greift, griff, hat gegriffen|verb|to take hold of, reach|Als ich falle, greift er nach meiner Hand und hält mich fest.|When I fall, he grabs my hand and holds me.
977|das Risiko, -s|das|risk|Es ist ein großes Risiko, Geld in Aktien zu investieren.|Investing money in stocks is a big risk.
978|schwach|adj|weak|Andreas ist krank und fühlt sich sehr schwach.|Andreas is ill and feels very weak.
979|die Tabelle, -n|die|table, chart|Die Tabelle gibt einen Überblick über die jährlichen Einnahmen und Ausgaben.|The table gives an overview of the annual income and expenses.
980|ermöglichen, ermöglicht, ermöglichte, hat ermöglicht|verb|to enable, allow|Ein Computer ermöglicht es mir, im Internet zu arbeiten.|A computer allows me to work on the internet.
981|der Freitag, -e|der|Friday|Jeden Freitag besucht sie ihre Großeltern.|Every Friday she visits her grandparents.
982|der Hinweis, -e|der|instruction, hint|Ich gebe dir einen Hinweis, damit du die Aufgabe lösen kannst.|I’ll give you a hint so you can solve the problem.
983|der Vorteil, -e|der|advantage|Praktische Erfahrungen sind bei der Suche nach Arbeit immer von Vorteil.|Practical experience is always an advantage when looking for work.
984|das Protein, -e|das|protein|Fleisch und Fisch sind eine wesentliche Quelle für Protein.|Meat and fish are an essential source of protein.
985|der Gewinn, -e|der|profit|Die Firma verdoppelte im letzten Jahr ihren Gewinn.|The company doubled its profits in the last year.
986|grundsätzlich|adj|fundamental|Lisa isst grundsätzlich kein Fleisch.|Lisa fundamentally does not eat meat.
987|der März, -e|der|March|Anika hat im März Geburtstag.|Anika’s birthday is in March.
988|wiederholen, wiederholt, wiederholte, hat wiederholt|verb|to repeat|Können Sie das bitte noch einmal wiederholen?|Can you repeat that, please?
989|die Ruhe|die|silence, peace|In der Bibliothek herrscht Ruhe.|In the library there is silence.
990|die Darstellung, -en|die|presentation, description, depiction|Seine Darstellung der Ereignisse stimmt mit der Zeugenaussage überein.|His depiction of the events is consistent with the testimony of the witness.
991|ruhig|adj|quiet, calm|In einer Großstadt gibt es nur wenige ruhige Orte.|In a big city there are only a few quiet places.
991|ruhig|part|really|Du kannst ruhig gehen, wir kommen ohne dich klar.|You can go, we’ll be fine without you.
992|der Traum, -̈e|der|dream|Letzte Nacht hatte ich einen komischen Traum.|Last night I had a strange dream.
993|behandeln, behandelt, behandelte, hat behandelt|verb|to treat|In diesem Krankenhaus werden viele Patienten behandelt.|Many patients are treated in this hospital.
994|stets|adv|always|Er ist stets bemüht, freundlich zu sein.|He always tries to be friendly.
995|aufhören, hört auf, hörte auf, hat aufgehört|verb|to stop|Das Buch ist so spannend, ich kann nicht aufhören zu lesen.|The book is so thrilling; I can’t stop reading.
996|schützen, schützt, schützte, hat geschützt|verb|to protect|Wir schützen uns unter dem Dach vor dem Regen.|We protect ourselves from the rain under the roof.
997|diskutieren, diskutiert, diskutierte, hat diskutiert|verb|to discuss|Wir haben einige grundlegende Fragen diskutiert.|We have discussed some fundamental questions.
998|die Ferse, -n|die|heel|Die Ferse ist der hintere Teil vom Fuß.|The heel is the back part of the foot.
999|der Sprecher, -|der|speaker, spokesperson|Der Sprecher der Firma hat ein Interview.|The company spokesperson has an interview.
1000|produzieren, produziert, produzierte, hat produziert|verb|to produce|Frankreich produziert viel Wein und exportiert ihn ins Ausland.|France produces a lot of wine and exports it abroad.
1001|die Kritik, -en|die|criticism, review|Die Kritiken über den Film sind überwiegend positiv.|The reviews of the movie are predominantly positive.
1002|erneut|adj|again, renewed|Die erneuten Unruhen im Land bereiten der Regierung Sorgen.|The government is concerned about the renewed unrest in the country.
1003|der Trainer, -|der|coach|Der Trainer ist sehr stolz, wenn seine Mannschaft gewinnt.|The coach is very proud when his team wins.
1004|der April, -e|der|April|Das Museum ist von April bis Oktober geöffnet.|The museum is open from April to October.
1005|melden, meldet, meldete, hat gemeldet|verb|to report, register|Wir melden den Unfall der Polizei.|We report the accident to the police.
1006|wiederum|adv|again, in turn|Luisa mag den Vorschlag, ihre Schwester wiederum ist dagegen.|Luisa likes the suggestion, her sister in turn is against it.
1007|das Opfer, -|das|sacrifice, victim|Der Krieg forderte viele Opfer.|The war claimed many victims.
1008|hinaus|adv|out, beyond|Vom Wohnzimmer hat man einen schönen Blick hinaus auf den Garten.|From the living room you have a beautiful view out onto the garden.
1009|vorhanden|adj|available, existing|Die vorhandenen Daten müssen aktualisiert werden.|The existing data have to be updated.
1010|Westen, West-|der|west|Die Sonne geht im Westen unter.|The sun sets in the west.
1011|der Titel, -|der|title|Der Titel von Jane Austens erstem Roman ist Stolz und Vorurteil.|The title of Jane Austen’s first novel is Sense and Sensibility.
1012|der Eindruck, -̈e|der|impression|Ich habe den Eindruck, dass es ihm nicht gut geht.|I have the impression that he is not well.
1013|der Baum, -̈e|der|tree|Im Wald stehen viele Bäume.|There are many trees in a forest.
1014|lauten, lautet, lautete, hat gelautet|verb|to be (answer)|Meine Antwort lautet nein.|My answer is no.
1015|die Diskussion, -en|die|discussion, debate|Das Thema führt zu einer heftigen Diskussion.|The topic leads to a fierce discussion.
1016|hingegen|adv|on the other hand|Sie mag nur klassische Musik, Jonathan hingegen hört alles gern.|She only likes classical music, Jonathan, on the other hand, likes listening to everything.
1017|der Student, -en|der|student|Tim ist Student an der Universität Leipzig.|Tim is a student at the University of Leipzig.
1018|die Bevölkerung, -en|die|population, people|Frauen machen mehr als die Hälfte der Bevölkerung aus.|Women make up more than half of the population.
1019|der Finger, -|der|finger|Sie trägt einen Ring am Finger.|She wears a ring on her finger.
1020|das Grüne|die|the Greens|Die Partei “Bündnis 90/die Grünen” wurde 1993 in Leipzig gegründet.|The party “Bündnis 90/die Grünen” was founded in Leipzig in 1993.
1021|total|adj|total, complete|Das Projekt war eine totale Katastrophe.|The project was a total disaster.
1022|der Abstand, -̈e|der|distance|Der Abstand zwischen den Punkten beträgt zehn Meter.|The distance between the dots is ten meters.
1023|die Schulter, -n|die|shoulder|Die Schulter verbindet den Arm und den Körper.|The shoulder connects the arm and the body.
